T(h:m:s),FT(h:m:s),T(Sec),T(ms),UF(Hz),Sats,Date,Time,Lat,Lon,Alt(Ft),Alt(M),GndSpd(M/S),Head(Deg),PDOP,intT(C),intT(F),extT(C),extT(F),msTemp(C),msTemp(F),msPress(PSI),msPress(ATM),msAlt(ft),msAlt(M),VertVel(Ft/S),VertVel(M/S),mag x,mag y,mag z,accel x,accel y,accel z,gyro x,gyro y,gyro z,orien yaw,orien pitch,orien roll,xbee message 
0:22:50,NA:NA:NA,1370.9,1370926,1,17,10/14/23,10:14:50,33.37989,-105.257492,5121.35,1560.99,0.301,11.57,132,30.8,87.43,33.58,92.44,24.47,76.05,12.37,0.84,4732.72,1442.53,-1.26,-0.38,18.38,40.38,11.38,0.12,-9.7,0.04,0,0,0,300.69,90,0.44,
0:22:51,NA:NA:NA,1371.9,1371926,1,17,10/14/23,10:14:51,33.37989,-105.2575,5120.09,1560.6,0.384,11.57,132,30.84,87.52,33.51,92.31,24.48,76.06,12.37,0.84,4732.72,1442.53,0,0,18.38,39.69,10.19,0.1,-9.72,0.07,0,0,0,300.69,90,0.44,
0:22:52,NA:NA:NA,1372.9,1372926,1,18,10/14/23,10:14:52,33.379887,-105.2575,5122.57,1561.36,0.097,11.57,121,30.89,87.6,33.41,92.14,24.49,76.08,12.37,0.84,4733.03,1442.63,0.31,0.1,18.69,40,11,0.08,-9.74,0.07,0,0,0,300.69,90,0.44,
0:22:53,NA:NA:NA,1373.9,1373926,1,18,10/14/23,10:14:53,33.379883,-105.2575,5124.13,1561.83,0.223,11.57,121,30.87,87.56,33.34,92.01,24.5,76.1,12.37,0.84,4733.03,1442.63,0,0,19.5,40.38,10.69,0.1,-9.71,0.08,0,0,0,300.69,90,0.44,
0:22:54,NA:NA:NA,1374.9,1374926,1,18,10/14/23,10:14:54,33.379879,-105.2575,5124.82,1562.05,0.271,11.57,121,30.89,87.6,33.29,91.92,24.52,76.14,12.37,0.84,4733.35,1442.73,0.32,0.1,18.69,40,10.69,0.12,-9.72,0.03,0,0,0,300.69,90,0.44,
0:22:55,NA:NA:NA,1375.9,1375926,1,18,10/14/23,10:14:55,33.379879,-105.2575,5125.8,1562.34,0.046,11.57,121,30.91,87.64,33.12,91.62,24.53,76.15,12.36,0.84,4734.3,1443.01,0.94,0.29,17.56,40.38,11,0.1,-9.71,0.05,0,0,0,300.69,90,0.44,
0:22:56,NA:NA:NA,1376.9,1376926,1,18,10/14/23,10:14:56,33.379871,-105.2575,5127.51,1562.86,0.135,11.57,121,30.91,87.64,32.9,91.23,24.54,76.17,12.37,0.84,4732.72,1442.53,-1.57,-0.48,18,40.38,10.69,0.11,-9.71,0.03,0,0,0,300.69,90,0.44,
0:22:57,NA:NA:NA,1377.9,1377926,1,18,10/14/23,10:14:57,33.379871,-105.2575,5130.18,1563.68,0.084,11.57,121,30.89,87.6,32.76,90.97,24.55,76.19,12.37,0.84,4733.03,1442.63,0.31,0.1,18.69,39.69,10.56,0.11,-9.71,0.06,0,0,0,300.69,90,0.44,
0:22:58,NA:NA:NA,1378.9,1378926,1,17,10/14/23,10:14:58,33.379868,-105.2575,5133.94,1564.83,0.112,11.57,126,30.96,87.73,32.52,90.54,24.56,76.21,12.37,0.84,4733.03,1442.63,0,0,18.69,40,11.38,0.11,-9.71,0.08,0,0,0,300.69,90,0.44,
0:22:59,NA:NA:NA,1379.9,1379926,1,17,10/14/23,10:14:59,33.379868,-105.2575,5137.58,1565.93,0.206,11.57,126,30.96,87.73,32.45,90.41,24.57,76.23,12.37,0.84,4733.35,1442.73,0.32,0.1,18,40.06,10.69,0.1,-9.7,0.05,0,0.01,0,300.69,90,0.44,
0:23:00,NA:NA:NA,1380.9,1380926,1,17,10/14/23,10:15:00,33.379864,-105.2575,5139.72,1566.59,0.19,11.57,126,30.94,87.69,32.33,90.19,24.58,76.24,12.37,0.84,4733.35,1442.73,0,0,18.38,40,10.69,0.1,-9.71,0.06,0,0,0,300.69,90,0.44,
0:23:01,NA:NA:NA,1381.9,1381926,1,17,10/14/23,10:15:01,33.379864,-105.257492,5143.77,1567.82,0.205,11.57,126,30.96,87.73,32.21,89.98,24.59,76.26,12.36,0.84,4734.3,1443.01,0.94,0.29,18.69,40.75,10.25,0.11,-9.71,0.06,0,0,0,300.69,90,0.44,
0:23:02,NA:NA:NA,1382.9,1382926,1,18,10/14/23,10:15:02,33.379864,-105.257492,5145.29,1568.29,0.213,11.57,124,30.96,87.73,32.16,89.89,24.6,76.28,12.37,0.84,4733.03,1442.63,-1.26,-0.38,19.06,40.38,11,0.12,-9.73,0.02,0,0,0,300.69,90,0.44,
0:23:03,NA:NA:NA,1383.9,1383926,1,18,10/14/23,10:15:03,33.379868,-105.2575,5139.16,1566.42,0.816,11.57,124,30.96,87.73,32.09,89.77,24.62,76.32,12.37,0.84,4733.35,1442.73,0.32,0.1,17.56,39.38,11.38,0.1,-9.7,0.05,0,0,0,300.69,90,0.44,
0:23:04,NA:NA:NA,1384.9,1384926,1,19,10/14/23,10:15:04,33.379868,-105.2575,5140.34,1566.78,0.195,11.57,119,30.98,87.77,32.09,89.77,24.63,76.33,12.36,0.84,4734.3,1443.01,0.94,0.29,17.56,39.69,10.25,0.1,-9.71,0.06,0,0,0,300.69,90,0.44,
0:23:05,NA:NA:NA,1385.9,1385926,1,19,10/14/23,10:15:05,33.379871,-105.2575,5140.08,1566.7,0.22,11.57,119,31.01,87.81,32.24,90.02,24.64,76.35,12.37,0.84,4733.35,1442.73,-0.94,-0.29,18.38,40.06,10.25,0.1,-9.71,0.03,0,0,0,300.69,90,0.44,
0:23:06,NA:NA:NA,1386.9,1386926,1,18,10/14/23,10:15:06,33.379868,-105.2575,5142.31,1567.38,0.313,11.57,124,31.01,87.81,32.62,90.71,24.65,76.37,12.37,0.84,4733.35,1442.73,0,0,18,40.5,11,0.12,-9.69,0.07,0,0,0,300.69,90,0.44,
0:23:07,NA:NA:NA,1387.9,1387926,1,19,10/14/23,10:15:07,33.379864,-105.2575,5143.92,1567.87,0.182,11.57,119,31.01,87.81,33.02,91.44,24.66,76.39,12.37,0.84,4733.67,1442.82,0.31,0.1,18,39.69,9.5,0.11,-9.71,0.04,0,0,0,300.69,90,0.44,
0:23:08,NA:NA:NA,1388.9,1388926,1,18,10/14/23,10:15:08,33.379864,-105.257492,5146.64,1568.7,0.018,11.57,121,31.03,87.85,33.34,92.01,24.67,76.41,12.37,0.84,4733.03,1442.63,-0.63,-0.19,18.38,39.69,11.5,0.1,-9.71,0.07,0,0,0,300.69,90,0.44,
0:23:09,NA:NA:NA,1389.9,1389926,1,18,10/14/23,10:15:09,33.37986,-105.257492,5146.34,1568.6,0.344,11.57,121,31.05,87.9,33.8,92.84,24.68,76.42,12.37,0.84,4733.67,1442.82,0.63,0.19,17.19,39.69,9.88,0.12,-9.7,0.06,0,-0.01,0,300.69,90,0.44,
0:23:10,NA:NA:NA,1390.9,1390926,1,18,10/14/23,10:15:10,33.37986,-105.257492,5146.28,1568.59,0.164,11.57,121,31.08,87.94,34.14,93.45,24.69,76.44,12.37,0.84,4733.67,1442.82,0,0,18.69,40.06,9.88,0.11,-9.7,0.06,0,0,0,300.69,90,0.44,
0:23:11,NA:NA:NA,1391.9,1391926,1,18,10/14/23,10:15:11,33.37986,-105.257492,5145.98,1568.5,0.501,11.57,121,31.08,87.94,34.53,94.15,24.7,76.46,12.37,0.84,4732.72,1442.53,-0.95,-0.29,18,40.5,10.25,0.12,-9.7,0.05,0,0,0,300.69,90,0.44,
0:23:12,NA:NA:NA,1392.9,1392926,1,18,10/14/23,10:15:12,33.379864,-105.257492,5146.57,1568.67,0.141,11.57,121,31.05,87.9,34.97,94.95,24.71,76.48,12.37,0.84,4733.03,1442.63,0.31,0.1,18,41.19,11.06,0.1,-9.72,0.09,0,0,0,300.69,90,0.44,
0:23:13,NA:NA:NA,1393.9,1393926,1,18,10/14/23,10:15:13,33.379864,-105.257492,5147.19,1568.86,0.071,11.57,121,31.1,87.98,35.32,95.57,24.73,76.51,12.37,0.84,4733.98,1442.92,0.95,0.29,17.56,40.5,11.06,0.08,-9.7,0.08,0,0,0,300.69,90,0.44,
0:23:14,NA:NA:NA,1394.9,1394926,1,17,10/14/23,10:15:14,33.37986,-105.257492,5147.62,1568.99,0.176,11.57,126,31.12,88.02,35.64,96.16,24.73,76.51,12.37,0.84,4733.67,1442.82,-0.31,-0.1,18.38,39.69,10.69,0.11,-9.72,0.07,0,0,0,300.69,90,0.44,
0:23:15,NA:NA:NA,1395.9,1395926,1,18,10/14/23,10:15:15,33.379864,-105.257492,5147.09,1568.83,0.278,11.57,121,31.12,88.02,36.02,96.83,24.74,76.53,12.37,0.84,4733.35,1442.73,-0.31,-0.1,18.69,40.06,10.25,0.11,-9.71,0.05,0,0,0,300.69,90,0.44,
0:23:16,NA:NA:NA,1396.9,1396926,1,18,10/14/23,10:15:16,33.379864,-105.257492,5146.91,1568.78,0.224,11.57,121,31.12,88.02,35.99,96.79,24.75,76.55,12.37,0.84,4732.72,1442.53,-0.63,-0.19,17.56,39.69,11.5,0.1,-9.71,0.07,0,0,0,300.69,90,0.44,
0:23:17,NA:NA:NA,1397.9,1397926,1,18,10/14/23,10:15:17,33.379864,-105.257492,5145.58,1568.37,0.24,11.57,121,31.12,88.02,35.64,96.16,24.76,76.57,12.37,0.84,4733.03,1442.63,0.31,0.1,17.56,40.5,10.69,0.11,-9.71,0.08,0,0,0,300.69,90,0.44,
0:23:18,NA:NA:NA,1398.9,1398926,1,18,10/14/23,10:15:18,33.379864,-105.2575,5145.29,1568.29,0.165,11.57,121,31.17,88.11,35.47,95.84,24.77,76.59,12.37,0.84,4733.98,1442.92,0.95,0.29,18.69,39.69,10.69,0.11,-9.72,0.08,0,0,0,300.69,90,0.44,
0:23:19,NA:NA:NA,1399.9,1399926,1,18,10/14/23,10:15:19,33.379864,-105.2575,5145.77,1568.43,0.009,11.57,121,31.17,88.11,35.37,95.66,24.79,76.62,12.37,0.84,4733.35,1442.73,-0.63,-0.19,19.06,40.88,11.06,0.09,-9.72,0.04,0,0,0,300.69,90,0.44,
0:23:20,NA:NA:NA,1400.9,1400926,1,18,10/14/23,10:15:20,33.37986,-105.2575,5145.72,1568.42,0.041,11.57,121,31.22,88.19,35.44,95.8,24.8,76.64,12.37,0.84,4733.03,1442.63,-0.32,-0.1,18.69,40.88,11.06,0.12,-9.71,0.08,0,0,0,300.69,90,0.44,
0:23:21,NA:NA:NA,1401.9,1401926,1,18,10/14/23,10:15:21,33.37986,-105.2575,5146.3,1568.59,0.197,11.57,121,31.19,88.15,35.39,95.71,24.81,76.66,12.37,0.84,4733.67,1442.82,0.63,0.19,18.69,39.38,11.5,0.12,-9.71,0.05,0,0,0,300.69,90,0.44,
0:23:22,NA:NA:NA,1402.9,1402926,1,18,10/14/23,10:15:22,33.37986,-105.2575,5146.86,1568.76,0.244,11.57,121,31.19,88.15,35.22,95.4,24.82,76.68,12.37,0.84,4733.98,1442.92,0.31,0.1,18,40.5,10.69,0.11,-9.72,0.05,0,0,0,300.69,90,0.44,
0:23:23,NA:NA:NA,1403.9,1403926,1,18,10/14/23,10:15:23,33.37986,-105.257492,5147.51,1568.96,0.065,11.57,121,31.24,88.23,35.02,95.04,24.83,76.69,12.36,0.84,4734.92,1443.2,0.94,0.29,18,40.5,11.06,0.1,-9.71,0.07,0,0,0,300.69,90,0.44,
0:23:24,NA:NA:NA,1404.9,1404926,1,18,10/14/23,10:15:24,33.37986,-105.2575,5145.26,1568.28,0.334,11.57,121,31.22,88.19,35.22,95.4,24.84,76.71,12.36,0.84,4734.92,1443.2,0,0,17.56,40.06,11.06,0.12,-9.72,0.06,0,0,0,300.69,90,0.44,
0:23:25,NA:NA:NA,1405.9,1405926,1,18,10/14/23,10:15:25,33.37986,-105.2575,5145.82,1568.45,0.132,11.57,121,31.22,88.19,35.37,95.66,24.85,76.73,12.37,0.84,4733.67,1442.82,-1.26,-0.38,17.56,40.06,11.5,0.1,-9.71,0.09,0,0,0,300.69,90,0.44,
0:23:26,NA:NA:NA,1406.9,1406926,1,18,10/14/23,10:15:26,33.37986,-105.2575,5144.46,1568.03,0.161,11.57,121,31.24,88.23,35.15,95.26,24.86,76.75,12.37,0.84,4733.67,1442.82,0,0,17.19,40.5,10.38,0.14,-9.73,0.04,0,0,0,300.69,90,0.44,
0:23:27,NA:NA:NA,1407.9,1407926,1,17,10/14/23,10:15:27,33.37986,-105.2575,5144.52,1568.05,0.095,11.57,123,31.24,88.23,35.02,95.04,24.87,76.77,12.36,0.84,4734.92,1443.2,1.26,0.38,17.56,40.88,9.5,0.1,-9.71,0.07,0,0,0,300.69,90,0.44,
0:23:28,NA:NA:NA,1408.9,1408926,1,18,10/14/23,10:15:28,33.37986,-105.2575,5143.44,1567.72,0.336,11.57,121,31.24,88.23,34.8,94.64,24.88,76.78,12.36,0.84,4735.24,1443.3,0.31,0.1,18.38,40.06,10.69,0.09,-9.71,0.05,0,0,0,300.69,90,0.44,
0:23:29,NA:NA:NA,1409.9,1409926,1,18,10/14/23,10:15:29,33.379864,-105.2575,5143.54,1567.75,0.125,11.57,121,31.29,88.32,34.85,94.73,24.89,76.8,12.36,0.84,4734.3,1443.01,-0.94,-0.29,18.38,39.69,10.69,0.12,-9.7,0.06,0,0,0,300.69,90,0.44,
0:23:30,NA:NA:NA,1410.9,1410926,1,18,10/14/23,10:15:30,33.379864,-105.2575,5142.3,1567.37,0.092,11.57,121,31.29,88.32,34.87,94.77,24.9,76.82,12.36,0.84,4734.3,1443.01,0,0,18.38,40.06,10.38,0.11,-9.72,0.07,0,0,0,300.69,90,0.44,
0:23:31,NA:NA:NA,1411.9,1411926,1,18,10/14/23,10:15:31,33.379864,-105.2575,5143.65,1567.79,0.106,11.57,121,31.22,88.19,34.58,94.24,24.91,76.84,12.36,0.84,4734.92,1443.2,0.63,0.19,18.69,40.06,10.69,0.1,-9.71,0.08,0,0,0,300.69,90,0.44,
0:23:32,NA:NA:NA,1412.9,1412926,1,18,10/14/23,10:15:32,33.37986,-105.257492,5146.08,1568.52,0.163,11.57,121,31.29,88.32,34.09,93.36,24.92,76.86,12.36,0.84,4734.61,1443.11,-0.32,-0.1,18.69,40.5,10.38,0.13,-9.63,0.05,0,0,0,300.69,90,0.44,
0:23:33,NA:NA:NA,1413.9,1413926,1,18,10/14/23,10:15:33,33.379864,-105.257492,5147.11,1568.84,0.232,11.57,121,31.29,88.32,34.04,93.27,24.93,76.87,12.37,0.84,4733.98,1442.92,-0.63,-0.19,18.69,40.06,11.06,0.11,-9.72,0.08,0,0,0,300.69,90,0.44,
0:23:34,NA:NA:NA,1414.9,1414926,1,18,10/14/23,10:15:34,33.379864,-105.257492,5144.78,1568.13,0.287,11.57,121,31.31,88.36,33.97,93.14,24.94,76.89,12.36,0.84,4734.3,1443.01,0.32,0.1,17.56,39.38,10.69,0.1,-9.71,0.08,0,0,0,300.69,90,0.44,
0:23:35,NA:NA:NA,1415.9,1415926,1,18,10/14/23,10:15:35,33.379868,-105.257492,5146.92,1568.78,0.47,11.57,121,31.34,88.4,33.8,92.84,24.95,76.91,12.36,0.84,4734.3,1443.01,0,0,19.06,40.06,9.19,0.09,-9.71,0.08,0,0,0,300.69,90,0.44,
0:23:36,NA:NA:NA,1416.9,1416926,1,17,10/14/23,10:15:36,33.379868,-105.257492,5145.65,1568.4,0.27,11.57,122,31.34,88.4,33.7,92.66,24.96,76.93,12.36,0.84,4734.3,1443.01,0,0,17.56,40.5,11.06,0.11,-9.72,0.09,0,0,0,300.69,90,0.44,
0:23:37,NA:NA:NA,1417.9,1417926,1,18,10/14/23,10:15:37,33.379875,-105.257492,5140.82,1566.92,0.783,11.57,121,31.36,88.45,33.82,92.88,24.97,76.95,12.37,0.84,4733.67,1442.82,-0.63,-0.19,18.69,40.5,11.88,0.12,-9.71,0.09,0,0,0,300.69,90,0.44,
0:23:38,NA:NA:NA,1418.9,1418926,1,16,10/14/23,10:15:38,33.379875,-105.257492,5141.8,1567.22,0.235,11.57,136,31.36,88.45,33.99,93.19,24.98,76.96,12.37,0.84,4733.35,1442.73,-0.31,-0.1,17.56,39.69,11.06,0.12,-9.71,0.08,0,0,0,300.69,90.06,0.44,
0:23:39,NA:NA:NA,1419.9,1419926,1,15,10/14/23,10:15:39,33.379879,-105.257492,5141.46,1567.12,0.208,11.57,137,31.36,88.45,34.16,93.49,24.99,76.98,12.36,0.84,4735.24,1443.3,1.89,0.57,18.38,40.88,10.69,0.1,-9.71,0.04,0,0,0,300.69,90.06,0.44,
0:23:40,NA:NA:NA,1420.9,1420926,1,16,10/14/23,10:15:40,33.379875,-105.257484,5144.16,1567.94,0.231,11.57,130,31.41,88.53,34.24,93.62,25,77,12.36,0.84,4734.3,1443.01,-0.94,-0.29,17.56,40.06,10.69,0.12,-9.7,0.07,0,-0.01,0,300.69,90.06,0.44,
0:23:41,NA:NA:NA,1421.9,1421926,1,18,10/14/23,10:15:41,33.379871,-105.257484,5145.59,1568.38,0.122,11.57,121,31.31,88.36,34.36,93.84,25.01,77.02,12.37,0.84,4733.67,1442.82,-0.63,-0.19,18.38,39.69,10.38,0.1,-9.71,0.05,0,0,0,300.69,90.06,0.44,
0:23:42,NA:NA:NA,1422.9,1422926,1,16,10/14/23,10:15:42,33.379868,-105.257484,5147.84,1569.06,0.235,11.57,135,31.38,88.49,34.53,94.15,25.02,77.04,12.36,0.84,4734.92,1443.2,1.26,0.38,18.69,40.06,10.69,0.12,-9.71,0.06,0,0,0,300.69,90.06,0.44,
0:23:43,NA:NA:NA,1423.9,1423926,1,17,10/14/23,10:15:43,33.379864,-105.257477,5150.37,1569.83,0.355,11.57,128,31.41,88.53,34.73,94.51,25.03,77.05,12.37,0.84,4733.98,1442.92,-0.94,-0.29,17.19,40.5,10.38,0.13,-9.71,0.06,0,0,0,300.69,90.06,0.44,
0:23:44,NA:NA:NA,1424.9,1424926,1,16,10/14/23,10:15:44,33.379868,-105.257477,5151.14,1570.07,0.094,11.57,135,31.41,88.53,34.85,94.73,25.03,77.05,12.36,0.84,4734.3,1443.01,0.32,0.1,17.56,40.06,10.69,0.12,-9.7,0.04,0,0,0,300.69,90.06,0.44,
0:23:45,NA:NA:NA,1425.9,1425926,1,15,10/14/23,10:15:45,33.379864,-105.257477,5152.53,1570.49,0.087,11.57,138,31.45,88.62,34.87,94.77,25.05,77.09,12.37,0.84,4733.67,1442.82,-0.63,-0.19,18.38,40.06,9.56,0.11,-9.71,0.09,0,0,0,300.69,90.06,0.44,
0:23:46,NA:NA:NA,1426.9,1426926,1,14,10/14/23,10:15:46,33.379864,-105.257477,5154.28,1571.02,0.337,11.57,153,31.43,88.57,35.17,95.31,25.06,77.11,12.37,0.84,4733.67,1442.82,0,0,18,40.88,11.5,0.11,-9.71,0.05,0,0,0,300.69,90.06,0.44,
0:23:47,NA:NA:NA,1427.9,1427926,1,14,10/14/23,10:15:47,33.379864,-105.257477,5154.06,1570.96,0.299,11.57,153,31.45,88.62,35.05,95.08,25.07,77.13,12.36,0.84,4734.92,1443.2,1.26,0.38,17.56,39.69,10,0.11,-9.71,0.07,0,0,0,300.69,90.06,0.44,
0:23:48,NA:NA:NA,1428.9,1428926,1,14,10/14/23,10:15:48,33.37986,-105.257477,5154.63,1571.13,0.246,11.57,151,31.45,88.62,35.02,95.04,25.08,77.14,12.36,0.84,4734.92,1443.2,0,0,18.69,40.06,10.38,0.12,-9.71,0.04,0,0,0,300.69,90.06,0.44,
0:23:49,NA:NA:NA,1429.9,1429926,1,16,10/14/23,10:15:49,33.379864,-105.257477,5154.4,1571.06,0.322,11.57,145,31.45,88.62,34.53,94.15,25.09,77.16,12.37,0.84,4733.03,1442.63,-1.89,-0.58,17.56,40.06,10.69,0.12,-9.73,0.03,0,0,0,300.69,90.06,0.44,
0:23:50,NA:NA:NA,1430.9,1430926,1,15,10/14/23,10:15:50,33.379864,-105.257477,5151.45,1570.16,0.186,11.57,155,31.52,88.74,34.43,93.98,25.1,77.18,12.36,0.84,4734.92,1443.2,1.89,0.58,18.38,40.5,11.19,0.12,-9.71,0.08,0,0,0,300.69,90.06,0.44,
0:23:51,NA:NA:NA,1431.9,1431926,1,16,10/14/23,10:15:51,33.379864,-105.257484,5151.03,1570.04,0.232,11.57,145,31.5,88.7,34.48,94.07,25.1,77.18,12.36,0.84,4734.61,1443.11,-0.32,-0.1,17.56,40.06,10.69,0.11,-9.7,0.07,0,0,0,300.69,90.06,0.44,
0:23:52,NA:NA:NA,1432.9,1432926,1,16,10/14/23,10:15:52,33.37986,-105.257484,5149.02,1569.42,0.294,11.57,145,31.48,88.66,34.65,94.37,25.11,77.2,12.37,0.84,4733.98,1442.92,-0.63,-0.19,17.56,39.69,10.69,0.11,-9.7,0.09,0,0,0,300.69,90.06,0.44,
0:23:53,NA:NA:NA,1433.9,1433926,1,15,10/14/23,10:15:53,33.37986,-105.257484,5147.72,1569.02,0.359,11.57,164,31.5,88.7,34.48,94.07,25.13,77.23,12.37,0.84,4733.98,1442.92,0,0,18.69,40.5,10.69,0.1,-9.7,0.08,0,0,0,300.69,90.06,0.44,
0:23:54,NA:NA:NA,1434.9,1434926,1,16,10/14/23,10:15:54,33.379856,-105.257484,5149.8,1569.66,0.322,11.57,154,31.55,88.79,34.43,93.98,25.13,77.23,12.36,0.84,4734.61,1443.11,0.63,0.19,17.56,40.06,10.38,0.1,-9.7,0.09,0,0,0,300.69,90.06,0.44,
0:23:55,NA:NA:NA,1435.9,1435926,1,18,10/14/23,10:15:55,33.37986,-105.257484,5146.61,1568.69,0.142,11.57,127,31.55,88.79,34.43,93.98,25.14,77.25,12.36,0.84,4734.61,1443.11,0,0,18.38,39.69,10.75,0.1,-9.7,0.06,0,0,0,300.69,90.06,0.44,
0:23:56,NA:NA:NA,1436.9,1436926,1,18,10/14/23,10:15:56,33.37986,-105.257492,5147.13,1568.84,0.216,11.57,127,31.52,88.74,34.36,93.84,25.15,77.27,12.37,0.84,4733.98,1442.92,-0.63,-0.19,18.38,41.19,9.19,0.12,-9.72,0.06,0,0,0,300.69,90.06,0.44,
0:23:57,NA:NA:NA,1437.9,1437926,1,18,10/14/23,10:15:57,33.379864,-105.257484,5143.73,1567.81,1.065,25.22,127,31.59,88.87,34.21,93.58,25.16,77.29,12.36,0.84,4734.92,1443.2,0.94,0.29,17.19,40.06,11.5,0.11,-9.71,0.03,0,-0.01,0,300.69,90.06,0.44,
0:23:58,NA:NA:NA,1438.9,1438926,1,17,10/14/23,10:15:58,33.379868,-105.257484,5144.73,1568.11,0.118,25.22,132,31.57,88.83,34.36,93.84,25.17,77.31,12.36,0.84,4734.92,1443.2,0,0,17.19,40.5,11.19,0.12,-9.71,0.08,0,0,0,300.69,90.06,0.44,
0:23:59,NA:NA:NA,1439.9,1439926,1,18,10/14/23,10:15:59,33.379868,-105.257484,5144.79,1568.13,0.124,25.22,127,31.62,88.91,34.26,93.67,25.18,77.32,12.36,0.84,4734.61,1443.11,-0.32,-0.1,18.38,39.69,9.56,0.12,-9.72,0.05,0,0,0,300.69,90.06,0.44,
0:24:00,NA:NA:NA,1440.9,1440926,1,18,10/14/23,10:16:00,33.379864,-105.257484,5146.91,1568.78,0.138,25.22,127,31.59,88.87,34.36,93.84,25.19,77.34,12.36,0.84,4734.61,1443.11,0,0,18.69,40.06,10.38,0.13,-9.7,0.08,0,0,0,300.69,90.06,0.44,
0:24:01,NA:NA:NA,1441.9,1441926,1,18,10/14/23,10:16:01,33.379864,-105.257484,5145.86,1568.46,0.097,25.22,127,31.64,88.96,34.51,94.11,25.2,77.36,12.37,0.84,4733.67,1442.82,-0.94,-0.29,16.88,40.06,10.38,0.11,-9.71,0.08,0,0,0,300.69,90.06,0.44,
0:24:02,NA:NA:NA,1442.9,1442926,1,18,10/14/23,10:16:02,33.379864,-105.257484,5147.15,1568.85,0.148,25.22,127,31.62,88.91,34.46,94.02,25.21,77.38,12.36,0.84,4734.92,1443.2,1.26,0.38,19.5,40.5,10.75,0.12,-9.7,0.09,0,0,0,300.69,90.06,0.44,
0:24:03,NA:NA:NA,1443.9,1443926,1,18,10/14/23,10:16:03,33.379864,-105.257484,5147.32,1568.9,0.276,25.22,127,31.64,88.96,34.33,93.8,25.22,77.4,12.36,0.84,4735.55,1443.4,0.63,0.19,18,40.5,9.56,0.11,-9.71,0.08,0,0,0,300.69,90.06,0.44,
0:24:04,NA:NA:NA,1444.9,1444926,1,19,10/14/23,10:16:04,33.379868,-105.257484,5147.77,1569.04,0.253,25.22,119,31.64,88.96,34.38,93.89,25.22,77.4,12.37,0.84,4733.98,1442.92,-1.57,-0.48,18,39.38,10.38,0.12,-9.72,0.05,0,0,0,300.69,90.06,0.44,
0:24:05,NA:NA:NA,1445.9,1445926,1,18,10/14/23,10:16:05,33.379864,-105.257484,5149.11,1569.45,0.231,25.22,121,31.67,89,34.28,93.71,25.23,77.41,12.36,0.84,4734.92,1443.2,0.94,0.29,18,39.69,10,0.11,-9.71,0.08,0,0,0,300.69,90.06,0.44,
0:24:06,NA:NA:NA,1446.9,1446926,1,19,10/14/23,10:16:06,33.37986,-105.257484,5150.73,1569.94,0.273,25.22,119,31.64,88.96,34.36,93.84,25.25,77.45,12.36,0.84,4734.92,1443.2,0,0,17.56,40.5,11.19,0.12,-9.72,0.07,0,0,0,300.69,90.06,0.44,
0:24:07,NA:NA:NA,1447.9,1447926,1,19,10/14/23,10:16:07,33.37986,-105.257484,5152.28,1570.42,0.147,25.22,119,31.59,88.87,34.7,94.46,25.26,77.47,12.37,0.84,4733.98,1442.92,-0.94,-0.29,17.56,40.06,11.56,0.1,-9.72,0.09,0,0,0,300.69,90.06,0.44,
0:24:08,NA:NA:NA,1448.9,1448926,1,18,10/14/23,10:16:08,33.37986,-105.257484,5153.62,1570.82,0.3,25.22,121,31.69,89.04,34.38,93.89,25.26,77.47,12.36,0.84,4735.55,1443.4,1.57,0.48,18.38,40.5,10.75,0.12,-9.71,0.01,0,0,0,300.69,90.06,0.44,
0:24:09,NA:NA:NA,1449.9,1449926,1,19,10/14/23,10:16:09,33.37986,-105.257484,5151.32,1570.12,0.041,25.22,119,31.69,89.04,34.38,93.89,25.27,77.49,12.36,0.84,4734.92,1443.2,-0.63,-0.19,18,39.38,10.75,0.11,-9.72,0.03,0,0,0,300.69,90.06,0.44,
0:24:10,NA:NA:NA,1450.9,1450926,1,20,10/14/23,10:16:10,33.37986,-105.257484,5152.22,1570.4,0.313,25.22,113,31.71,89.08,34.41,93.93,25.28,77.5,12.37,0.84,4733.98,1442.92,-0.94,-0.29,17.56,40.06,9.56,0.13,-9.71,0.05,0,0,0,300.69,90.06,0.44,
0:24:11,NA:NA:NA,1451.9,1451926,1,20,10/14/23,10:16:11,33.37986,-105.257484,5152.5,1570.48,0.187,25.22,113,31.74,89.13,34.31,93.76,25.29,77.52,12.36,0.84,4735.24,1443.3,1.26,0.38,18,39.69,10.75,0.11,-9.72,0.05,0,0,0,300.69,90.06,0.44,
0:24:12,NA:NA:NA,1452.9,1452926,1,20,10/14/23,10:16:12,33.379856,-105.257484,5154.1,1570.97,0.089,25.22,113,31.74,89.13,34.43,93.98,25.3,77.54,12.36,0.84,4735.24,1443.3,0,0,18.38,39.69,10.38,0.12,-9.72,0.05,0,0,0,300.69,90.06,0.44,
0:24:13,NA:NA:NA,1453.9,1453926,1,20,10/14/23,10:16:13,33.379856,-105.257484,5154.74,1571.17,0.098,25.22,113,31.76,89.17,34.6,94.29,25.31,77.56,12.36,0.84,4734.3,1443.01,-0.94,-0.29,17.56,40.5,10.38,0.12,-9.7,0.07,0,0,0,300.69,90.06,0.44,
