T(h:m:s),FT(h:m:s),T(Sec),T(ms),UF(Hz),Sats,Date,Time,Lat,Lon,Alt(Ft),Alt(M),GndSpd(M/S),Head(Deg),PDOP,intT(C),intT(F),extT(C),extT(F),msTemp(C),msTemp(F),msPress(PSI),msPress(ATM),msAlt(ft),msAlt(M),VertVel(Ft/S),VertVel(M/S),mag x,mag y,mag z,accel x,accel y,accel z,gyro x,gyro y,gyro z,orien yaw,orien pitch,orien roll,xbee message
0:00:19,NA:NA:NA,19.9,19926,0.1,0,10/14/23,9:52:19,0,0,0,0,0,0,9999,14.32,57.78,17.93,64.27,15.7,60.26,12.36,0.84,4742.79,1445.6,-0.1,-0.03,-10.19,-4.38,44.69,-0.03,7.77,-6.01,-0.05,0,0,1,-127.75,-0.38,
0:00:20,NA:NA:NA,20.9,20926,1,0,10/14/23,9:52:20,0,0,0,0,0,0,9999,14.3,57.74,17.86,64.16,15.67,60.21,12.36,0.84,4742.79,1445.6,0,0,-10.88,-4.75,43.19,-0.04,7.96,-6.09,0,0.03,-0.01,1.56,-126.12,-0.44,
0:00:21,NA:NA:NA,21.9,21926,1,0,10/14/23,9:52:21,0,0,0,0,0,0,9999,14.41,57.94,17.91,64.23,15.63,60.13,12.36,0.84,4742.16,1445.41,-0.63,-0.19,-10.88,-5.5,43.06,-0.08,8.01,-5.67,-0.03,0.01,-0.03,1.88,-125.69,-0.44,
0:00:22,NA:NA:NA,22.9,22926,1,0,10/14/23,9:52:22,0,0,0,0,0,0,9999,14.41,57.94,18,64.39,15.61,60.1,12.36,0.84,4740.9,1445.03,-1.26,-0.38,-9.75,-5.88,43.06,-0.08,7.91,-5.92,-0.02,0.01,0.01,2.75,-125.56,-0.94,
0:00:23,NA:NA:NA,23.9,23926,1,0,10/14/23,9:52:23,0,0,0,0,0,0,9999,14.43,57.98,18,64.39,15.6,60.08,12.36,0.84,4741.85,1445.31,0.94,0.29,-9.75,-6.38,43,-0.03,7.97,-5.44,-0.02,0.01,-0.01,2.62,-125.06,-0.69,
0:00:24,NA:NA:NA,24.9,24926,1,0,10/14/23,9:52:24,0,0,0,0,0,0,9999,14.37,57.86,18.08,64.55,15.56,60.01,12.36,0.84,4742.79,1445.6,0.94,0.29,-10.19,-5.19,42.75,-0.1,7.97,-5.84,0.06,0.03,-0.02,3.12,-125.38,-0.88,
0:00:25,NA:NA:NA,25.9,25926,1,0,10/14/23,9:52:25,0,0,0,0,0,0,9999,14.41,57.94,18.15,64.67,15.54,59.97,12.36,0.84,4741.85,1445.31,-0.94,-0.29,-10.56,-6.69,42.75,-0.2,8.14,-5.93,0.03,0.01,-0.01,3.25,-125,-0.81,
0:00:26,NA:NA:NA,26.9,26926,1,0,10/14/23,9:52:26,0,0,0,0,0,0,9999,14.43,57.98,18.19,64.75,15.53,59.95,12.36,0.84,4741.85,1445.31,0,0,-9.69,-7.06,42.19,-0.19,7.98,-5.95,0,-0.03,0.02,5.06,-125.25,-1.75,
0:00:27,NA:NA:NA,27.9,27926,1,0,10/14/23,9:52:27,0,0,0,0,0,0,9999,14.35,57.82,18.35,65.02,15.51,59.92,12.36,0.84,4742.16,1445.41,0.31,0.1,-9.25,-6.06,43.38,-0.07,7.82,-5.42,0,-0.02,0.01,4.62,-125.44,-1.56,
0:00:28,NA:NA:NA,28.9,28926,1,0,10/14/23,9:52:28,0,0,0,0,0,0,9999,14.21,57.58,18.15,64.67,15.48,59.86,12.36,0.84,4740.59,1444.93,-1.57,-0.48,-10.88,-5.56,42.75,-0.14,7.61,-5.89,0.13,0.05,-0.05,3.88,-127.94,-1.81,
0:00:29,NA:NA:NA,29.9,29926,1,0,10/14/23,9:52:29,0,0,0,0,0,0,9999,14.28,57.7,18.17,64.71,15.46,59.83,12.36,0.84,4743.42,1445.79,2.83,0.86,-10.38,-6.06,42.75,-0.07,7.87,-5.96,-0.05,-0.02,-0.01,3.44,-127.12,-1.31,
0:00:30,NA:NA:NA,30.9,30926,1,0,10/14/23,9:52:30,53.626026,-114.501801,45349.45,13822.51,0,0,9999,14.32,57.78,18.39,65.1,15.44,59.79,12.36,0.84,4741.85,1445.31,-1.57,-0.48,-9.69,-7,42.25,-0.31,7.97,-5.63,-0.03,-0.03,-0.01,5,-125.88,-1.88,
0:00:31,NA:NA:NA,31.9,31926,1,0,10/14/23,9:52:31,53.631805,-114.496597,45356.22,13824.58,0,0,9999,14.37,57.86,18.5,65.3,15.43,59.77,12.36,0.84,4742.48,1445.51,0.63,0.19,-9.69,-7.19,41.75,-0.36,7.79,-5.89,-0.1,-0.04,0,5.44,-126.81,-2,
0:00:32,NA:NA:NA,32.9,32926,1,0,10/14/23,9:52:32,56.012547,-101.671547,48108.73,14663.54,0,0,9999,14.35,57.82,18.56,65.42,15.41,59.74,12.37,0.84,4733.98,1442.92,-8.5,-2.59,-12,-30.69,24.38,-1.86,6.54,-7.23,0.28,1.2,-2.08,108,-144.81,-10.88,
0:00:33,NA:NA:NA,33.9,33926,1,0,10/14/23,9:52:33,52.914814,-117.210403,44512.63,13567.45,0,0,9999,14.41,57.94,18.56,65.42,15.41,59.74,12.36,0.84,4735.55,1443.4,1.57,0.48,8.5,-30.75,28.75,-0.68,3.8,-8.99,-0.13,0.47,-0.23,37.88,-162.44,2.88,
0:00:34,NA:NA:NA,34.9,34926,1,0,10/14/23,9:52:34,54.213028,-112.115967,46035.42,14031.6,0,0,9999,14.32,57.78,18.41,65.14,15.39,59.7,12.36,0.84,4734.61,1443.11,-0.94,-0.29,11.38,-34.25,25.56,-0.45,4.46,-8.54,-0.02,-0.03,0.03,36.25,-155.38,-1.12,
0:00:35,NA:NA:NA,35.9,35926,1,0,10/14/23,9:52:35,54.70784,-109.817726,46610.14,14206.77,0,0,9999,14.35,57.82,18.28,64.9,15.37,59.67,12.36,0.84,4735.24,1443.3,0.63,0.19,11.69,-34.25,25,-0.43,4.59,-8.64,-0.02,0.04,-0.03,37.06,-154.62,-1.56,
0:00:36,NA:NA:NA,36.9,36926,1,0,10/14/23,9:52:36,54.917511,-108.771233,46852.65,14280.69,0,0,9999,14.35,57.82,18.15,64.67,15.38,59.68,12.36,0.84,4735.55,1443.4,0.32,0.1,12.75,-32.5,27.56,-0.5,3.3,-9.43,0.21,0.03,-0.01,37.25,-157.88,-2,
0:00:37,NA:NA:NA,37.9,37926,1,0,10/14/23,9:52:37,53.756786,-114.103127,45502.63,13869.2,0,0,9999,14.39,57.9,18.04,64.47,15.38,59.68,12.36,0.84,4735.55,1443.4,0,0,10.06,-32.06,29.06,1.43,4,-9.21,-0.34,-0.12,0.57,34.75,-157.75,2.88,
0:00:38,NA:NA:NA,38.9,38926,1,0,10/14/23,9:52:38,54.003792,-113.099747,45791.42,13957.22,0,0,9999,14.37,57.86,17.91,64.23,15.36,59.65,12.36,0.84,4734.92,1443.2,-0.63,-0.19,9.5,-31.75,30.25,-0.45,3.61,-9.31,-0.06,-0.19,0.5,38.31,-161.31,2,
0:00:39,NA:NA:NA,39.9,39926,1,0,10/14/23,9:52:39,55.394417,-106.166786,47401.9,14448.1,0,0,9999,14.39,57.9,17.58,63.64,15.36,59.65,12.37,0.84,4731.78,1442.25,-3.15,-0.96,-6.5,-32.88,31.25,-0.54,4.67,-11.73,-0.07,-0.19,-0.15,65.56,-162,5.88,
0:00:40,NA:NA:NA,40.9,40926,1,0,10/14/23,9:52:40,54.265091,-112.00341,46096.05,14050.08,0,0,9999,14.41,57.94,17.23,63.01,15.34,59.61,12.36,0.84,4736.5,1443.68,4.72,1.44,6.06,-35.25,30,0.48,4.42,-9.95,-0.2,0.14,-0.21,39.88,-156,3.81,
0:00:41,NA:NA:NA,41.9,41926,1,0,10/14/23,9:52:41,54.717754,-109.901009,46621.62,14210.27,0,0,9999,14.3,57.74,16.72,62.1,15.31,59.56,12.36,0.84,4735.87,1443.49,-0.63,-0.19,11.56,-34.88,29.69,-0.47,4.25,-9.23,0.06,-0.05,-0.05,35.69,-156,-1.44,
0:00:42,NA:NA:NA,42.9,42926,1,0,10/14/23,9:52:42,54.723373,-109.895233,46628.12,14212.25,0,0,9999,14.21,57.58,16.33,61.39,15.25,59.45,12.36,0.84,4736.5,1443.68,0.63,0.19,11.56,-33.75,29.56,-0.16,4.04,-8.59,-0.01,-0.04,0,35.56,-156.44,-1,
0:00:43,NA:NA:NA,43.9,43926,1,0,10/14/23,9:52:43,54.728992,-109.889458,46634.63,14214.24,0,0,9999,14.23,57.62,16.02,60.84,15.22,59.4,12.36,0.84,4735.55,1443.4,-0.94,-0.29,9.38,-33.06,30.75,0.34,3.72,-8.58,-0.13,-0.01,0.09,36.06,-156.25,0,
0:00:44,NA:NA:NA,44.9,44926,1,0,10/14/23,9:52:44,54.055382,-112.99424,45851.63,13975.58,0,0,9999,14.3,57.74,15.6,60.09,15.23,59.41,12.36,0.84,4736.18,1443.59,0.63,0.19,10.06,-34.06,30.06,0.22,4.07,-8.52,0.03,0.05,0.04,36.19,-156.25,-0.06,
0:00:45,NA:NA:NA,45.9,45926,1,0,10/14/23,9:52:45,54.293541,-111.975807,46129.16,14060.17,0,0,9999,14.3,57.74,15.23,59.41,15.23,59.41,12.36,0.84,4735.55,1443.4,-0.63,-0.19,10.06,-33.5,30.06,-0.5,4.56,-8.96,-0.03,-0.02,-0.11,36.88,-156.56,-0.81,
0:00:46,NA:NA:NA,46.9,46926,1,0,10/14/23,9:52:46,54.066822,-112.983429,45864.98,13979.65,0,0,9999,14.3,57.74,14.92,58.86,15.23,59.41,12.36,0.84,4737.13,1443.88,1.57,0.48,10.88,-34.88,30.06,0.44,3.44,-8.57,-0.01,0.04,0.02,37.12,-155.69,-1.31,
0:00:47,NA:NA:NA,47.9,47926,1,0,10/14/23,9:52:47,54.758827,-109.82975,46669.17,14224.76,0,0,9999,14.3,57.74,14.68,58.42,15.24,59.43,12.36,0.84,4736.5,1443.68,-0.63,-0.19,11.19,-34.06,30,-0.17,4.21,-8.59,-0.06,-0.02,0,36.5,-154.31,-2.06,
0:00:48,NA:NA:NA,48.9,48926,1,0,10/14/23,9:52:48,54.542225,-110.897491,46418.15,14148.25,0,0,9999,14.35,57.82,14.43,57.98,15.26,59.47,12.36,0.84,4736.18,1443.59,-0.31,-0.1,10.06,-34.88,29.56,0.4,3.87,-8.39,-0.13,0,0.07,37.25,-153.94,-2.31,
0:00:49,NA:NA:NA,49.9,49926,1,0,10/14/23,9:52:49,54.324284,-111.917877,46164.93,14071.07,0,0,9999,14.37,57.86,14.21,57.58,15.26,59.47,12.36,0.84,4736.5,1443.68,0.31,0.1,10.88,-35.25,29.69,-0.31,4.38,-8.72,-0.03,0,-0.01,37.31,-153.5,-2.56,
0:00:50,NA:NA:NA,50.9,50926,1,0,10/14/23,9:52:50,54.329967,-111.912331,46171.54,14073.09,0,0,9999,14.39,57.9,14.1,57.38,15.27,59.49,12.36,0.84,4735.55,1443.4,-0.94,-0.29,10.5,-35.25,28.5,-0.05,4.1,-7.68,-0.09,0.03,0.02,37.75,-152.69,-2.5,
0:00:51,NA:NA:NA,51.9,51926,1,0,10/14/23,9:52:51,54.559166,-110.880493,46437.8,14154.24,0,0,9999,14.5,58.1,14.04,57.26,15.28,59.5,12.36,0.84,4735.87,1443.49,0.31,0.1,10.88,-35.56,28.88,-0.26,4.6,-9.08,0.1,0.03,-0.03,38.12,-152.44,-2.88,
0:00:52,NA:NA:NA,52.9,52926,1,0,10/14/23,9:52:52,54.341328,-111.901237,46184.76,14077.11,0,0,9999,14.54,58.18,14.08,57.34,15.27,59.49,12.36,0.84,4734.92,1443.2,-0.94,-0.29,10.88,-35.56,29,-0.25,4.15,-7.98,-0.02,0.03,0,38.81,-152.25,-3.06,
0:00:53,NA:NA:NA,53.9,53926,1,0,10/14/23,9:52:53,54.12286,-112.877075,45930.34,13999.57,0,0,9999,14.54,58.18,14.12,57.42,15.28,59.5,12.36,0.84,4734.92,1443.2,0,0,11.19,-35.25,28.56,-0.18,4.37,-8.61,0.01,0,0.04,39.44,-151.81,-3.06,
0:00:54,NA:NA:NA,54.9,54926,1,0,10/14/23,9:52:54,54.112553,-112.940086,45918.32,13995.91,0,0,9999,14.5,58.1,13.99,57.18,15.25,59.45,12.36,0.84,4734.61,1443.11,-0.32,-0.1,10.88,-34.88,28.19,-0.09,4.43,-8.95,0.03,0.01,-0.05,40.06,-152.25,-2.56,
0:00:55,NA:NA:NA,55.9,55926,1,0,10/14/23,9:52:55,54.358364,-111.884583,46204.57,14083.15,0,0,9999,14.54,58.18,13.79,56.82,15.23,59.41,12.36,0.84,4735.55,1443.4,0.94,0.29,10.88,-35.56,28.19,-0.04,4.26,-8.64,-0.05,-0.01,0.02,40.56,-151.75,-2.38,
0:00:56,NA:NA:NA,56.9,56926,1,0,10/14/23,9:52:56,54.587383,-110.852104,46470.54,14164.22,0,0,9999,14.54,58.18,13.52,56.34,15.22,59.4,12.36,0.84,4737.13,1443.88,1.57,0.48,9.38,-36.25,27.69,-0.07,4.66,-8.26,-0.1,0.01,-0.02,40.25,-150.62,-1.75,
0:00:57,NA:NA:NA,57.9,57926,1,0,10/14/23,9:52:57,54.593021,-110.84642,46477.08,14166.21,0,0,9999,14.54,58.18,13.5,56.3,15.23,59.41,12.36,0.84,4735.87,1443.49,-1.26,-0.38,9.69,-36.25,26.25,0.39,4.34,-8.6,-0.02,0,0.06,41.19,-150.75,-1.19,
0:00:58,NA:NA:NA,58.9,58926,1,0,10/14/23,9:52:58,54.598663,-110.840729,46483.62,14168.21,0,0,9999,14.57,58.22,13.66,56.58,15.24,59.43,12.36,0.84,4736.18,1443.59,0.32,0.1,9.06,-36,27.75,0.15,4.48,-8.34,0.06,0.04,-0.02,41.88,-150.62,-0.69,
0:00:59,NA:NA:NA,59.9,59926,1,0,10/14/23,9:52:59,54.334442,-112.070587,46176.75,14074.67,0,0,9999,14.65,58.38,13.57,56.42,15.24,59.43,12.36,0.84,4735.55,1443.4,-0.63,-0.19,6.06,-37.75,24.75,-0.21,4.38,-7.58,-0.07,-0.21,0.32,53.31,-147.62,-0.5,
0:01:00,NA:NA:NA,60.9,60926,1,0,10/14/23,9:53:00,54.866989,-109.577621,46794.27,14262.89,0,0,9999,14.59,58.26,13.5,56.3,15.28,59.5,12.37,0.84,4732.72,1442.53,-2.83,-0.86,7.56,-39.25,23.25,-1.96,4.64,-6.94,0.09,-0.16,0.13,58.81,-145.62,-6,
0:01:01,NA:NA:NA,61.9,61926,1,0,10/14/23,9:53:01,55.295887,-107.314896,47288.7,14413.59,0,0,9999,14.61,58.3,13.35,56.02,15.27,59.49,12.37,0.84,4732.41,1442.44,-0.32,-0.1,-1.06,-34.88,29.25,-0.52,3.89,-9.15,0.07,-0.15,-0.1,69.81,-155.12,-1.06,
0:01:02,NA:NA:NA,62.9,62926,1,0,10/14/23,9:53:02,55.696651,-104.911064,47748.23,14553.66,0,0,9999,14.5,58.1,13.03,55.46,15.22,59.4,12.37,0.84,4732.09,1442.34,-0.31,-0.1,-2.56,-36,28.56,-0.33,4.17,-9.08,-0.04,-0.01,-0.02,74,-153.31,-0.06,
0:01:03,NA:NA:NA,63.9,63926,1,0,10/14/23,9:53:03,55.668125,-105.124336,47715.61,14543.72,0,0,9999,14.52,58.14,12.9,55.22,15.2,59.36,12.37,0.84,4732.09,1442.34,0,0,-2.25,-35.56,29.25,-0.31,3.57,-8.93,0.06,0.03,-0.05,76.56,-154.44,-0.69,
0:01:04,NA:NA:NA,64.9,64926,1,0,10/14/23,9:53:04,55.673546,-105.117943,47721.8,14545.61,0,0,9999,14.46,58.02,12.63,54.74,15.16,59.29,12.37,0.84,4731.15,1442.05,-0.94,-0.29,-4.06,-35.25,30.38,0,3.78,-8.78,-0.06,-0.03,0.03,78.06,-155.5,-0.06,
0:01:05,NA:NA:NA,65.9,65926,1,0,10/14/23,9:53:05,55.317909,-107.290367,47314.01,14421.31,0,0,9999,14.37,57.86,12.43,54.38,15.14,59.25,12.37,0.84,4732.41,1442.44,1.26,0.38,-3.69,-34.88,29.69,-0.05,3.65,-9.11,0.04,-0.02,0,78.88,-156.38,-0.31,
0:01:06,NA:NA:NA,66.9,66926,1,0,10/14/23,9:53:06,55.323414,-107.284233,47320.33,14423.24,0,0,9999,14.3,57.74,12.27,54.09,15.06,59.11,12.37,0.84,4731.46,1442.15,-0.94,-0.29,-3.38,-34.88,30.69,-0.08,3.57,-9.09,-0.01,-0.04,0.01,79.25,-157.06,-0.69,
0:01:07,NA:NA:NA,67.9,67926,1,0,10/14/23,9:53:07,55.328915,-107.278091,47326.66,14425.17,0,0,9999,14.19,57.54,12.27,54.09,15.06,59.11,12.37,0.84,4732.09,1442.34,0.63,0.19,-3.69,-34.06,31.5,0,3.59,-8.84,-0.01,-0.04,0.01,80.25,-157.5,-0.81,
0:01:08,NA:NA:NA,68.9,68926,1,0,10/14/23,9:53:08,55.334415,-107.27195,47332.98,14427.09,0,0,9999,14.21,57.58,12.14,53.85,15.1,59.18,12.37,0.84,4730.21,1441.77,-1.89,-0.57,-3.69,-33.75,31.06,-0.06,3.4,-9.11,0.04,-0.03,0.07,81,-158.25,-1.25,
0:01:09,NA:NA:NA,69.9,69926,1,0,10/14/23,9:53:09,66.046745,-134.285873,58514.24,17835.14,0,0,9999,14.17,57.5,12.05,53.69,15.05,59.09,12.37,0.84,4730.52,1441.86,0.31,0.1,-3.69,-34.5,31.5,-0.32,3.42,-9.14,0.01,0,-0.01,81.44,-158.44,-1.25,
0:01:10,NA:NA:NA,70.9,70926,1,0,10/14/23,9:53:10,66.067024,-132.03685,58532.76,17840.79,0,0,9999,13.97,57.14,11.89,53.41,14.92,58.86,12.37,0.84,4731.15,1442.05,0.63,0.19,-3.69,-33.38,30.69,-0.26,3.39,-9.01,0,0.02,-0.04,81.88,-158.62,-1.31,
0:01:11,NA:NA:NA,71.9,71926,1,0,10/14/23,9:53:11,66.673912,-132.44928,59081.65,18008.09,0,0,9999,13.9,57.02,11.78,53.2,14.83,58.69,12.37,0.84,4730.52,1441.86,-0.63,-0.19,-5.19,-32.25,31,-0.08,3.26,-8.99,0,0.01,0.04,82.38,-159.12,-1.38,
0:01:12,NA:NA:NA,72.9,72926,1,0,10/14/23,9:53:12,67.55571,-131.294083,59859.86,18245.29,0,0,9999,13.88,56.98,11.67,53,14.76,58.57,12.37,0.84,4730.52,1441.86,0,0,-2.56,-34.5,31.25,-0.24,3.79,-8.82,-0.08,-0.19,0.04,81.25,-158.25,-2.44,
0:01:13,NA:NA:NA,73.9,73926,1,0,10/14/23,9:53:13,68.178169,-131.724991,60395.06,18408.41,0,0,9999,13.88,56.98,11.69,53.04,14.74,58.53,12.37,0.84,4730.83,1441.96,0.32,0.1,-3.38,-33.88,31.25,-0.28,3.46,-9.37,0.05,-0.13,-0.09,81.12,-159.06,-2.81,
0:01:14,NA:NA:NA,74.9,74926,1,0,10/14/23,9:53:14,68.797974,-132.178757,60916.07,18567.22,0,0,9999,13.9,57.02,11.51,52.72,14.73,58.51,12.37,0.84,4729.89,1441.67,-0.94,-0.29,-3.69,-34.19,30.5,-0.12,4.23,-8.08,0,-0.01,0.35,85.12,-158.19,-3,
0:01:15,NA:NA:NA,75.9,75926,1,0,10/14/23,9:53:15,68.164642,-134.212845,60383.56,18404.91,0,0,9999,14.08,57.34,11.46,52.64,14.69,58.44,12.37,0.84,4729.89,1441.67,0,0,-0.75,-7.88,43.69,-0.51,3.15,-9.07,0.01,-0.04,0.05,85.44,-160.44,-2.75,
0:01:16,NA:NA:NA,76.9,76926,1,0,10/14/23,9:53:16,68.64872,-131.065826,60791.71,18529.31,0,0,9999,14.12,57.42,11.4,52.51,14.66,58.39,12.37,0.84,4729.26,1441.48,-0.63,-0.19,-1.06,-8.56,44.88,-0.13,3.37,-8.92,-0.01,0,0.18,87,-160.06,-2.94,
0:01:17,NA:NA:NA,77.9,77926,1,0,10/14/23,9:53:17,68.651367,-131.057022,60793.93,18529.99,0,0,9999,14.3,57.74,11.37,52.47,14.7,58.46,12.37,0.84,4730.21,1441.77,0.95,0.29,-1,-9,43.5,-0.74,3.19,-8.99,-0.06,-0.03,0.08,88.44,-159.81,-3.81,
0:01:18,NA:NA:NA,78.9,78926,1,0,10/14/23,9:53:18,68.060387,-131.899109,60294.7,18377.82,0,0,9999,14.23,57.62,11.37,52.47,14.68,58.42,12.37,0.84,4729.89,1441.67,-0.32,-0.1,-1.38,-10.06,43.5,-0.79,3.3,-8.89,-0.02,0.01,0.02,89.5,-159.44,-4.19,
0:01:19,NA:NA:NA,79.9,79926,1,0,10/14/23,9:53:19,67.786499,-131.111755,60059.68,18306.19,0,0,9999,14.17,57.5,11.35,52.43,14.67,58.41,12.37,0.84,4728.94,1441.38,-0.95,-0.29,-2.19,-9.88,42.25,-0.18,3.44,-8.85,-0.04,-0.07,0.06,91,-159.12,-4.31,
0:01:20,NA:NA:NA,80.9,80926,1,0,10/14/23,9:53:20,64.496803,-131.883469,57064.29,17393.2,0,0,9999,14.23,57.62,11.4,52.51,14.65,58.37,12.37,0.84,4728.32,1441.19,-0.63,-0.19,-7,-14.38,42.69,-1.6,2.61,-10.24,-0.25,-0.16,0.01,107.31,-163.75,-5.88,
0:01:21,NA:NA:NA,81.9,81926,1,0,10/14/23,9:53:21,64.686256,-130.719025,57245.07,17448.3,0,0,9999,14.08,57.34,11.44,52.6,14.66,58.39,12.37,0.84,4729.26,1441.48,0.94,0.29,-2.38,-20.88,38.06,-1.74,3.48,-9.08,0,0.09,-0.23,98.75,-159.5,-9.56,
0:01:22,NA:NA:NA,82.9,82926,1,0,10/14/23,9:53:22,66.67437,-133.427017,59082.06,18008.21,0,0,9999,14.04,57.26,11.53,52.76,14.55,58.19,12.37,0.84,4730.83,1441.96,1.57,0.48,2.06,-23.75,40.69,-0.05,1.3,-10.04,-0.28,0.12,-0.51,80.31,-166.94,-8.94,
0:01:23,NA:NA:NA,83.9,83926,1,0,10/14/23,9:53:23,66.27343,-138.143158,58720.64,17898.05,0,0,9999,13.92,57.06,11.42,52.55,14.47,58.05,12.37,0.84,4733.35,1442.73,2.52,0.77,11,-26.88,38.25,-1.1,2.78,-8.86,0.06,-0.39,0.28,63.12,-164.69,-13.06,
0:01:24,NA:NA:NA,84.9,84926,1,6,10/14/23,9:53:24,33.379795,-105.257515,5158.67,1572.36,0.163,0,517,13.81,56.86,11.35,52.43,14.43,57.97,12.37,0.84,4730.83,1441.96,-2.52,-0.77,1.69,-24.88,40.75,-2.01,0.77,-10.29,0.18,0.07,0.3,89.38,-168.5,-12.88,
0:01:25,NA:NA:NA,85.9,85926,1,6,10/14/23,9:53:25,33.379795,-105.25753,5152.32,1570.43,0.169,0,517,13.79,56.82,11.42,52.55,14.47,58.05,12.37,0.84,4729.58,1441.57,-1.26,-0.38,-8.69,-20.75,44,-2.79,2.23,-10.42,-0.33,-0.43,0.11,108.69,-169.44,-8.19,
0:01:26,NA:NA:NA,86.9,86926,1,6,10/14/23,9:53:26,33.379795,-105.257523,5152.49,1570.48,0.066,0,517,13.86,56.94,11.6,52.88,14.52,58.14,12.37,0.84,4728.94,1441.38,-0.63,-0.19,-9.19,-23.06,41.56,-1.92,2.91,-8.54,-0.21,-0.09,0.5,115.75,-163.25,-9,
0:01:27,NA:NA:NA,87.9,87926,1,6,10/14/23,9:53:27,33.379795,-105.257523,5151.21,1570.09,0.148,0,517,13.81,56.86,11.73,53.12,14.53,58.15,12.37,0.84,4728.32,1441.19,-0.63,-0.19,-6.75,-24.19,42.19,-1.88,1.39,-8.91,-0.05,0.21,-0.03,113.31,-164.06,-10.62,
0:01:28,NA:NA:NA,88.9,88926,1,6,10/14/23,9:53:28,33.379795,-105.257523,5149.13,1569.45,0.146,0,517,13.75,56.74,11.82,53.28,14.5,58.1,12.37,0.84,4730.83,1441.96,2.52,0.77,-5.56,-29.06,37,-2.12,3.75,-9.44,0.24,-0.13,-0.21,97.19,-160.38,-9.81,
0:01:29,NA:NA:NA,89.9,89926,1,6,10/14/23,9:53:29,33.379795,-105.257515,5147.92,1569.08,0.26,0,517,13.79,56.82,11.87,53.37,14.46,58.03,12.37,0.84,4729.89,1441.67,-0.94,-0.29,-5.75,-31.25,34.69,-1.05,3.1,-8.96,0.04,-0.04,-0.07,96.06,-157.31,-7.5,
0:01:30,NA:NA:NA,90.9,90926,1,6,10/14/23,9:53:30,33.379795,-105.257515,5148.23,1569.18,0.152,0,517,13.81,56.86,11.87,53.37,14.44,57.99,12.37,0.84,4729.26,1441.48,-0.63,-0.19,-5.75,-30.56,35,-0.43,3.31,-9.06,-0.03,0,0.05,97.56,-158.69,-5.94,
0:01:31,NA:NA:NA,91.9,91926,1,6,10/14/23,9:53:31,33.379799,-105.257515,5148.55,1569.28,0.224,0,517,13.77,56.78,11.82,53.28,14.4,57.92,12.37,0.84,4729.26,1441.48,0,0,-6.19,-30.56,35.25,-0.56,3.38,-9.31,-0.02,-0.06,0.02,98.69,-158.19,-5.44,
0:01:32,NA:NA:NA,92.9,92926,1,6,10/14/23,9:53:32,33.379799,-105.257515,5148.36,1569.22,0.128,0,517,13.75,56.74,11.8,53.24,14.38,57.88,12.37,0.84,4729.58,1441.57,0.32,0.1,-6.19,-31.25,35.56,-0.44,3.18,-9.31,0.08,-0.07,-0.03,98.38,-158.75,-5.56,
0:01:33,NA:NA:NA,93.9,93926,1,6,10/14/23,9:53:33,33.379799,-105.257515,5148.48,1569.26,0.051,0,517,13.59,56.46,11.76,53.16,14.34,57.81,12.37,0.84,4729.89,1441.67,0.31,0.1,-7.25,-31,34.5,-0.88,3.28,-8.95,0,0.03,-0.06,99.75,-159.31,-5.31,
0:01:34,NA:NA:NA,94.9,94926,1,6,10/14/23,9:53:34,33.379803,-105.257515,5149.04,1569.43,0.081,0,517,13.61,56.5,11.73,53.12,14.3,57.74,12.37,0.84,4730.83,1441.96,0.94,0.29,-7.25,-31.25,35.56,-0.31,3.29,-8.95,-0.03,0.02,-0.03,99.38,-159.5,-4.62,
0:01:35,NA:NA:NA,95.9,95926,1,6,10/14/23,9:53:35,33.379803,-105.257515,5150.3,1569.81,0.095,0,517,13.64,56.54,11.73,53.12,14.31,57.76,12.37,0.84,4730.52,1441.86,-0.32,-0.1,-6.88,-31,36.25,-0.69,3.14,-9.33,0.02,-0.02,-0.08,99.5,-159.56,-4.62,
0:01:36,NA:NA:NA,96.9,96926,1,6,10/14/23,9:53:36,33.379803,-105.257515,5149.87,1569.68,0.206,0,517,13.55,56.38,11.64,52.96,14.31,57.76,12.37,0.84,4729.58,1441.57,-0.94,-0.29,-6.56,-31,35.19,-0.8,3.07,-8.85,0.05,0.03,-0.02,99.69,-159.69,-4.56,
0:01:37,NA:NA:NA,97.9,97926,1,6,10/14/23,9:53:37,33.379803,-105.257515,5150.43,1569.85,0.151,0,517,13.48,56.26,11.51,52.72,14.3,57.74,12.37,0.84,4730.52,1441.86,0.94,0.29,-6.88,-31,35.38,-0.83,3.03,-9.29,0.02,0.04,-0.02,99.94,-160.38,-4.94,
0:01:38,NA:NA:NA,98.9,98926,1,6,10/14/23,9:53:38,33.379799,-105.257515,5150.89,1569.99,0.258,0,517,13.59,56.46,11.46,52.64,14.29,57.72,12.37,0.84,4729.89,1441.67,-0.63,-0.19,-7.25,-30.56,35.38,-0.56,3.25,-9.7,0.01,-0.04,0,100.56,-160.25,-4.81,
0:01:39,NA:NA:NA,99.9,99926,1,7,10/14/23,9:53:39,33.379799,-105.257515,5150.53,1569.88,0.206,0,511,13.68,56.62,11.55,52.8,14.29,57.72,12.37,0.84,4729.89,1441.67,0,0,-6.88,-30.56,35.75,-0.97,3.22,-8.92,-0.01,-0.08,-0.01,100.56,-159.5,-5.81,
